Fund Name,AUM,5 Year return,Logo URL
Franklin India Government Securities Fund Direct Growth,149.2349541,5.12,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Bank of India Large & Mid Cap Fund Direct Growth,407.9282,20.9,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Aditya Birla Sun Life BSE India Infrastructure Index Fund Direct Growth,30.2587,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Union Innovation & Opportunities Fund Direct Growth,1031.9654,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Canara Robeco Conservative Hybrid Fund Direct Growth,942.4388,9.82,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Nippon India Floater Fund Direct Growth,8224.8373,6.76,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Aditya Birla Sun Life Government Securities Fund Direct Plan Growth,1991.1291024,5.98,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
UTI Conservative Hybrid Fund Direct Growth,1686.2954,11.29,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Nippon India Low Duration Fund Direct Growth,10048.4669,6.59,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Quant ESG Integration Strategy Fund Direct Growth,272.6649,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
LIC MF Low Duration Fund Direct Growth,1918.6724,6.23,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
TRUSTMF Multi Cap Fund Direct Growth,207.27558799,NA,https://assets-netstorage.groww.in/mf-assets/logos/trust_groww.png
Bandhan Liquid Fund Direct Plan Growth,13676.9752,5.7,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
HDFC MNC Fund Direct Growth,591.7326,NA,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Bank of India Multi Asset Allocation Fund Direct Growth,337.9121,NA,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
UTI Banking and Financial Services Fund Direct Plan Growth,1255.4481,23.23,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Baroda BNP Paribas Flexi Cap Fund Direct Growth,1246.2419,NA,https://assets-netstorage.groww.in/mf-assets/logos/bnp_groww.png
Bandhan Nifty Bank Index Fund Direct Growth,19.1702,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Quantum Multi Asset Fund of Funds Direct Growth,67.0745969,11.02,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Sundaram Equity Savings Fund Direct Growth,1140.00417201,13.16,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Baroda BNP Paribas Arbitrage Fund Direct Growth,1174.73850416,6.23,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Bajaj Finserv Nifty 50 Index Fund Direct Growth,8.209702,NA,https://assets-netstorage.groww.in/mf-assets/logos/bajaj_groww.png
UTI Corporate Bond Fund Direct Growth,5760.7517,6.43,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Axis BSE Sensex Index Fund Direct Growth,47.613601,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
UTI Nifty Midcap 150 Index Fund Direct Growth,53.2658,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
HDFC Retirement Savings Fund Hybrid Equity Plan Direct Growth,1659.8021,18.93,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Aditya Birla Sun Life Focused Fund Direct Growth,7619.9561,19.85,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
UTI Arbitrage Fund Direct Growth,9148.8705,6.27,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Axis Multi Factor Passive FoF Direct Growth,32.864899,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Canara Robeco Value Fund Direct Growth,1270.3607,NA,https://assets-netstorage.groww.in/mf-assets/logos/canara_groww.png
Kotak Quant Fund Direct Growth,601.1105,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
LIC MF Aggressive Hybrid Fund Direct Growth,518.5812,14.91,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Aditya Birla Sun Life Money Manager Fund Direct Growth,29271.7033,6.28,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Aditya Birla Sun Life Retirement Fund The 30s Plan Direct Growth,407.5723,15.97,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund Direct Growth,9248.97141611,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Baroda BNP Paribas Aqua FoF Direct Growth,38.3586,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Axis CRISIL IBX Financial Services 3 6 Months Debt Index Fund Direct Growth,NA,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Tata Treasury Advantage Direct Plan Growth,3109.44855999,6.15,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
UTI Focused Fund Direct Growth,2551.6344,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Helios Financial Services Fund Direct Growth,185.1282,NA,https://assets-netstorage.groww.in/mf-assets/logos/helios_groww.png
WhiteOak Capital ELSS Tax Saver Fund Direct Growth,406.5775,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
PGIM India Multi Cap Fund Direct Growth,412.4194,NA,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
JM ELSS Tax Saver Fund Direct Plan Growth,209.66843145,24.01,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Navi BSE Sensex Index Fund Direct Growth,19.553087,NA,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
Kotak Nifty 100 Low Volatility 30 Index Fund Direct Growth,120.598,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
WhiteOak Capital Quality Equity Fund Direct Growth,594.70130235,NA,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Motilal Oswal Quant Fund Direct Growth,139.5389,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Bandhan Financial Services Fund Direct Growth,1032.631,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Samco Large & Mid Cap Fund Direct Growth,149.086,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Bank of India Conservative Hybrid Fund Direct Growth,67.1632,11.61,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
Bank of India Large Cap Fund Direct Growth,199.9262,NA,https://assets-netstorage.groww.in/mf-assets/logos/boi_groww.png
LIC MF Large Cap Fund Direct Growth,1445.0363,17.53,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
Nippon India Nifty AAA CPSE Bond Plus SDL Apr 2027 Maturity 60:40 Index Fund Direct Growth,3335.4611,NA,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
UTI Nifty Private Bank Index Fund Direct Growth,210.5106,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Samco Multi Cap Fund Direct Growth,352.0298,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Mahindra Manulife Value Fund Direct Growth,499.7573,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Aditya Birla Sun Life Banking & PSU Debt Fund Direct Growth,9139.23258956,6.48,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Franklin India Dividend Yield Fund Direct Growth,2316.5746792,25.18,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
HSBC Medium Duration Fund Direct Growth,770.3647,7.35,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
UTI Ultra Short Duration Fund Direct Growth,4204.4604,6.72,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
Motilal Oswal BSE Quality Index Fund Direct Growth,55.8494,NA,https://assets-netstorage.groww.in/mf-assets/logos/motilal_groww.png
Bandhan Asset Allocation Moderate Direct Growth,19.0721,11.97,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Axis Conservative Hybrid Fund Direct Growth,276.202201,9.2,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Baroda BNP Paribas Balanced Advantage Fund Direct Growth,4331.7945,15.53,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Franklin India Money Market Fund Direct Growth,3865.00487387,6.1,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Franklin India Liquid Fund Super Institutional Plan Direct Growth,3139.68483651,5.73,https://assets-netstorage.groww.in/mf-assets/logos/franklin_groww.png
Quantum ESG Best In Class Strategy Fund Direct Growth,106.24846381,18.18,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Navi Aggressive Hybrid Fund Direct Growth,122.340939,16.73,https://assets-netstorage.groww.in/mf-assets/logos/peerless_groww.png
ICICI Prudential CRISIL IBX Financial Services 3 6 Months Debt Index Fund Direct Growth,570.81117161,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Samco Large Cap Fund Direct Growth,148.2834,NA,https://assets-netstorage.groww.in/mf-assets/logos/samco_groww.png
Edelweiss Focused Fund Direct Growth,957.8722,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Mahindra Manulife Business Cycle Fund Direct Growth,1208.9261,NA,https://assets-netstorage.groww.in/mf-assets/logos/mahindra_groww.png
Quant Arbitrage Fund Direct Growth,121.93511816,NA,https://assets-netstorage.groww.in/mf-assets/logos/escorts_groww.png
Mirae Asset Income Plus Arbitrage Active FoF Direct Growth,21.2633,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Nippon IndiaRetirement Fund Income Generation Scheme Direct Growth,150.5372,8.61,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Aditya Birla Sun Life Bal Bhavishya Yojna Direct Growth,1115.885,14.95,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Kotak Low Duration Fund Direct Growth,13644.2959,6.51,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
PGIM India Ultra Short Duration Direct Growth,204.0415,6.02,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Axis Treasury Advantage Fund Direct Growth,7252.02974659,6.36,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
Bandhan Nifty200 Momentum 30 Index Fund Direct Growth,129.6836,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Axis Innovation Fund Direct Growth,1170.712499,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
ICICI Prudential Nifty50 Equal Weight Index Fund Direct Growth,147.19258935,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Kotak Nifty AAA Bond Financial Services Mar 2028 Index Fund Direct Growth,407.5419,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
WhiteOak Capital Ultra Short Duration Fund Direct Growth,555.2071,5.96,https://assets-netstorage.groww.in/mf-assets/logos/whiteoak_groww.png
Edelweiss Consumption Fund Direct Growth,412.0846,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Quantum Nifty 50 ETF FoF Direct Growth,29.7116,NA,https://assets-netstorage.groww.in/mf-assets/logos/quantum_groww.png
Bandhan Equity Savings Fund Direct Growth,333.4751,9.23,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Bandhan Credit Risk Fund Direct Growth,264.4587,6.58,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
UTI Nifty Alpha Low Volatility 30 Index Fund Direct Growth,78.8496,NA,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
DSP Focused Direct Plan Growth,2512.8684,19.43,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Sundaram Dividend Yield Fund Direct Growth,878.64349757,20.91,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Taurus Mid Cap Fund Direct Growth,128.1357,20.54,https://assets-netstorage.groww.in/mf-assets/logos/taurus_groww.png
Mirae Asset Nifty India Manufacturing ETF FoF Direct Growth,107.6598,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
ITI ELSS Tax Saver Fund Direct Growth,409.2108,21.75,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Shriram Multi Asset Allocation Fund Direct Growth,133.4007,NA,https://assets-netstorage.groww.in/mf-assets/logos/shriram_groww.png
Nippon India Gilt Fund Direct Growth,1869.3968,5.89,https://assets-netstorage.groww.in/mf-assets/logos/reliance_groww.png
Baroda BNP Paribas Banking and Financial Services Direct Growth,295.4316,21.57,https://assets-netstorage.groww.in/mf-assets/logos/baroda_groww.png
Kotak Floating Rate Fund Direct Growth,3081.0046,6.99,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Aditya Birla Sun Life Special Opportunities Fund Direct Growth,804.7517,NA,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF FoF Direct Growth,253.9119,NA,https://assets-netstorage.groww.in/mf-assets/logos/axis_groww.png
PGIM India Healthcare Fund Direct Growth,107.366,NA,https://assets-netstorage.groww.in/mf-assets/logos/dhfl_groww.png
Bandhan Nifty Next 50 Index Fund Direct Growth,20.0078,NA,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
Aditya Birla Sun Life Dynamic Asset Allocation Omni FoF Direct Growth,222.7363,18.44,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
LIC MF Medium to Long Duration Fund Direct Growth,203.2897,6.02,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
UTI Equity Savings Fund Direct Growth,714.3274,12.89,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
LIC MF Midcap Fund Direct Growth,329.79798081,22.42,https://assets-netstorage.groww.in/mf-assets/logos/lic_groww.png
HDFC Dynamic Debt Fund Direct Plan Growth,791.9047,7.01,https://assets-netstorage.groww.in/mf-assets/logos/hdfc_groww.png
Sundaram Multi Cap Fund Direct Growth,2810.27221819,23.06,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
ICICI Prudential BSE 500 ETF FOF Direct Growth,57.18478994,NA,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
ITI Large Cap Fund Direct Growth,510.27793241,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
Tata Nifty G Sec Dec 2029 Index Fund Direct Growth,160.09605888,NA,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
ICICI Prudential MNC Fund Direct Growth,1688.7199128,21.6,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Mirae Asset Nifty 100 ESG Sector Leaders FoF Direct Growth,96.5432,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
Kotak Credit Risk Fund Direct Growth,686.933,6.82,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
ICICI Prudential Retirement Fund Pure Debt Plan Direct Growth,99.56956874,6.44,https://assets-netstorage.groww.in/mf-assets/logos/icici_groww.png
Invesco India ELSS Tax Saver Fund Direct Growth,2787.1332,19.93,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
Edelweiss Government Securities Fund Direct Growth,166.4767,6.61,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Baroda BNP Paribas Innovation Fund Direct Growth,957.6961,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Baroda BNP Paribas Multi Asset Active FoF Direct Growth,121.2826,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Invesco India Nifty G sec Sep 2032 Index Fund Direct Growth,46.2869,NA,https://assets-netstorage.groww.in/mf-assets/logos/invesco_groww.png
DSP Nifty Bank Index Fund Direct Growth,50.3847,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
JM Focused Direct Plan Growth,283.00568015,22.07,https://assets-netstorage.groww.in/mf-assets/logos/jm_groww.png
Kotak Nifty 100 Equal Weight Index Fund Direct Growth,19.4046,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
HSBC ELSS Tax Saver Fund Direct Growth,4020.9406,21.27,https://assets-netstorage.groww.in/mf-assets/logos/hsbc_groww.png
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund Direct Growth,24.5494,NA,https://assets-netstorage.groww.in/mf-assets/logos/barodabnpparibasmutualfund_groww.png
Aditya Birla Sun Life Multi Asset Omni FoF Direct Growth,232.0747,17.56,https://assets-netstorage.groww.in/mf-assets/logos/birla_groww.png
Tata Aggressive Hybrid Fund Direct Growth,4011.18367878,16.94,https://assets-netstorage.groww.in/mf-assets/logos/tata_groww.png
Edelweiss CRISIL IBX AAA Financial Services Bond Jan 2028 Index Fund Direct Growth,109.6554,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Mirae Asset Nifty 50 Index Fund Direct Growth,31.9206,NA,https://assets-netstorage.groww.in/mf-assets/logos/mirae_groww.png
DSP Nifty Private Bank Index Fund Direct Growth,25.8111,NA,https://assets-netstorage.groww.in/mf-assets/logos/dsp_groww.png
Kotak BSE Sensex Index Fund Direct Growth,12.2109,NA,https://assets-netstorage.groww.in/mf-assets/logos/kotak_groww.png
Sundaram Infrastructure Advantage Fund Direct Growth,935.43634204,27.7,https://assets-netstorage.groww.in/mf-assets/logos/sundaram_groww.png
Union Retirement Fund Direct Growth,174.5043,NA,https://assets-netstorage.groww.in/mf-assets/logos/union_groww.png
Edelweiss Income Plus Arbitrage Active FoF Direct Growth,239.334,NA,https://assets-netstorage.groww.in/mf-assets/logos/edelweiss_groww.png
Bandhan Aggressive Hybrid Fund Direct Growth,1139.282,19.12,https://assets-netstorage.groww.in/mf-assets/logos/idfc_groww.png
UTI Infrastructure Fund Direct Growth,2107.6547,26.44,https://assets-netstorage.groww.in/mf-assets/logos/uti_groww.png
ITI Banking and PSU Debt Fund Direct Growth,36.1463,NA,https://assets-netstorage.groww.in/mf-assets/logos/iti_groww.png
